,Cur. service,Title,Genre,Premiere,Seasons,Status,Language,Runtime,Prev. network(s),Episodes
2006,Amazon Prime,Alex Rider,Spy thriller,2020-06-04 00:00:00,2,Continuing,,Unknown,,16
2007,Amazon Prime,Tell Me Your Secrets,Thriller drama,2021-02-19 00:00:00,1,Ended,,Unknown,,10
2008,Amazon Prime,More Than Words,Drama,2022-09-16 00:00:00,1,Pending,,Unknown,,10
2009,Amazon Prime,One Good Day,Action,2022-11-17 00:00:00,1,Pending,,Unknown,,6
2010,Amazon Prime,Todo por Lucy,Sitcom,2021-11-30 00:00:00,2,Pending,,Unknown,,20
2011,Amazon Prime,Ten Percent,Comedy drama,2022-04-28 00:00:00,1,Pending,,Unknown,,8
2012,Amazon Prime,The Outlaws,Crime comedy thriller,2021-10-25 00:00:00,2,Pending,English,Unknown,,12
2013,Amazon Prime,Stories to Stay Awake,Horror anthology,2021-11-05 00:00:00,1,Miniseries,Spanish,Unknown,,4
2014,Amazon Prime,Der Lack ist ab,Comedy,2017-12-19 00:00:00,2,Ended,German,Unknown,,20
2015,Amazon Prime,Pastewka,Comedy,2018-01-26 00:00:00,3,Ended,German,Unknown,,30
2016,Amazon Prime,Vikings,Historical drama,2020-12-30 00:00:00,1,Ended,English,Unknown,,10
2017,Apple TV+,For All Mankind,Alternate history,2019-11-01 00:00:00,3,Continuing,,>60 min,,30
2018,Apple TV+,The Morning Show,Drama,2019-11-01 00:00:00,2,Continuing,,<60 min,,20
2019,Apple TV+,See,Science fiction,2019-11-01 00:00:00,3,Ended,,<60 min,,24
2020,Apple TV+,Servant,Psychological horror,2019-11-28 00:00:00,3,Continuing,,<60 min,,30
2021,Apple TV+,Truth Be Told,Legal drama,2019-12-06 00:00:00,2,Continuing,,<60 min,,18
2022,Apple TV+,Amazing Stories,Science fiction anthology,2020-03-06 00:00:00,1,Ended,,<60 min,,5
2023,Apple TV+,Home Before Dark,Mystery drama,2020-04-03 00:00:00,2,Ended,,<60 min,,20
2024,Apple TV+,Defending Jacob,Legal drama,2020-04-24 00:00:00,1,Miniseries,,<60 min,,8
2025,Apple TV+,Little Voice,Musical drama,2020-07-10 00:00:00,1,Ended,,<30 min,,9
2026,Apple TV+,The Mosquito Coast,Action thriller,2021-04-30 00:00:00,2,Continuing,,<60 min,,17
2027,Apple TV+,Lisey's Story,Romance horror,2021-06-04 00:00:00,1,Miniseries,,<60 min,,8
2028,Apple TV+,Foundation,Science fiction,2021-09-24 00:00:00,1,Continuing,,<60 min,,10
2029,Apple TV+,Invasion,Science fiction,2021-10-22 00:00:00,1,Continuing,,<60 min,,10
2030,Apple TV+,Swagger,Sports drama,2021-10-29 00:00:00,1,Continuing,,<60 min,,10
2031,Apple TV+,The Shrink Next Door,Psychological drama,2021-11-12 00:00:00,1,Miniseries,,<60 min,,8
2032,Apple TV+,Suspicion,Political thriller,2022-02-04 00:00:00,1,Pending,,<60 min,,8
2033,Apple TV+,Severance,Science fiction thriller,2022-02-18 00:00:00,1,Continuing,,<60 min,,9
2034,Apple TV+,The Last Days of Ptolemy Grey,Drama,2022-03-11 00:00:00,1,Miniseries,,<60 min,,6
2035,Apple TV+,WeCrashed,Drama,2022-03-18 00:00:00,1,Miniseries,,<60 min,,8
2036,Apple TV+,Pachinko,Period drama,2022-03-25 00:00:00,1,Continuing,,<60 min,,8
2037,Apple TV+,Slow Horses,Spy thriller,2022-04-01 00:00:00,1,Continuing,,<60 min,,6
2038,Apple TV+,Roar,Feminist drama anthology,2022-04-15 00:00:00,1,Pending,,<60 min,,8
2039,Apple TV+,Shining Girls,Supernatural thriller,2022-04-29 00:00:00,1,Pending,,<60 min,,8
2040,Apple TV+,The Essex Serpent,Period drama,2022-05-13 00:00:00,1,Miniseries,,<60 min,,6
2041,Apple TV+,Black Bird,True crime drama,2022-07-08 00:00:00,1,Miniseries,,<60 min,,6
2042,Apple TV+,Surface,Psychological thriller,2022-07-29 00:00:00,1,Pending,,<60 min,,8
2043,Apple TV+,Five Days at Memorial,Medical drama,2022-08-12 00:00:00,1,Miniseries,,<60 min,,8
2044,Apple TV+,Bad Sisters,Dark comedy thriller,2022-08-19 00:00:00,1,Continuing,,<60 min,,10
2045,Apple TV+,Shantaram,Adventure drama,2022-10-14 00:00:00,1,Continuing,,<60 min,,12
2046,Apple TV+,Echo 3,Action thriller,2022-11-23 00:00:00,1,Continuing,,<60 min,,10
2047,Apple TV+,Dickinson,Period comedy,2019-11-01 00:00:00,3,Ended,,<30 min,,30
2048,Apple TV+,Little America,Comedy drama anthology,2020-01-17 00:00:00,1,Continuing,,<60 min,,8
2049,Apple TV+,Mythic Quest,Workplace comedy,2020-02-07 00:00:00,3,Continuing,,<60 min,,30
2050,Apple TV+,Trying,Comedy,2020-05-01 00:00:00,3,Continuing,,<30 min,,24
2051,Apple TV+,Ted Lasso,Sports comedy,2020-08-14 00:00:00,2,Continuing,,<60 min,,22
2052,Apple TV+,Physical,Dark comedy,2021-06-18 00:00:00,2,Continuing,,<60 min,,20
2053,Apple TV+,Schmigadoon!,Musical comedy,2021-07-16 00:00:00,1,Continuing,,<30 min,,6
2054,Apple TV+,Mr. Corman,Comedy drama,2021-08-06 00:00:00,1,Ended,,<30 min,,10
2055,Apple TV+,Acapulco,Comedy,2021-10-08 00:00:00,2,Continuing,,<60 min,,20
2056,Apple TV+,The Afterparty,Murder mystery comedy,2022-01-28 00:00:00,1,Continuing,,<60 min,,8
2057,Apple TV+,Loot,Comedy,2022-06-24 00:00:00,1,Continuing,,<30 min,,10
2058,Apple TV+,Shrinking,Comedy,2023-01-27 00:00:00,1,Pending,,Unknown,,10
2059,Apple TV+,Ghostwriter,Family mystery,2019-11-01 00:00:00,3,Pending,,<30 min,,39
2060,Apple TV+,Helpsters,Educational/puppetry,2019-11-01 00:00:00,3,Pending,,<30 min,,33
2061,Apple TV+,Fraggle Rock: Rock On!,Puppetry,2020-04-21 00:00:00,1,Ended,,<30 min,,6
2062,Apple TV+,Helpsters Help You,Educational/puppetry,2020-04-24 00:00:00,1,Miniseries,,<30 min,,6
2063,Apple TV+,Puppy Place,Family adventure,2021-10-15 00:00:00,1,Continuing,,<30 min,,8
2064,Apple TV+,"Hello, Jack! The Kindness Show",Children's educational,2021-11-05 00:00:00,2,Pending,,<30 min,,16
2065,Apple TV+,Fraggle Rock: Back to the Rock,Children's puppetry,2022-01-21 00:00:00,1,Continuing,,<30 min,,14
2066,Apple TV+,Lovely Little Farm,Live-action animated family comedy,2022-06-10 00:00:00,1,Pending,,<30 min,,7
2067,Apple TV+,Best Foot Forward,Family comedy,2022-07-22 00:00:00,1,Pending,,<30 min,,10
2068,Apple TV+,Amber Brown,Family comedy,2022-07-29 00:00:00,1,Pending,,<30 min,,10
2069,Apple TV+,Surfside Girls,Family mystery drama,2022-08-19 00:00:00,1,Pending,,<30 min,,10
2070,Apple TV+,Life by Ella,Family drama,2022-09-02 00:00:00,1,Pending,,<30 min,,10
2071,Apple TV+,Slumberkins,Children's puppetry,2022-11-04 00:00:00,1,Pending,,<30 min,,8
2072,Apple TV+,Circuit Breakers,Science fiction anthology,2022-11-11 00:00:00,1,Pending,,<30 min,,7
2073,Apple TV+,Central Park,Musical sitcom,2020-05-29 00:00:00,3,Pending,,<30 min,,39
2074,Apple TV+,Snoopy in Space,Adventure,2019-11-01 00:00:00,2,Ended,,<30 min,,24
2075,Apple TV+,Doug Unplugs,Adventure,2020-11-13 00:00:00,2,Pending,,<30 min,,26
2076,Apple TV+,Stillwater,Comedy,2020-12-04 00:00:00,2,Pending,,<30 min,,20
2077,Apple TV+,The Snoopy Show,Comedy,2021-02-05 00:00:00,2,Continuing,,<30 min,,25
2078,Apple TV+,Wolfboy and the Everything Factory,Fantasy,2021-09-24 00:00:00,2,Pending,,<30 min,,20
2079,Apple TV+,Get Rolling with Otis,Adventure,2021-10-08 00:00:00,2,Pending,,<30 min,,18
2080,Apple TV+,Harriet the Spy,Mystery,2021-11-19 00:00:00,1,Pending,,<30 min,,10
2081,Apple TV+,El Deafo,Family,2022-01-07 00:00:00,1,Miniseries,,<30 min,,3
2082,Apple TV+,Pretzel and the Puppies,Animation,2022-02-11 00:00:00,1,Continuing,,<30 min,,8
2083,Apple TV+,Pinecone & Pony,Adventure,2022-04-08 00:00:00,1,Pending,,<30 min,,8
2084,Apple TV+,Duck & Goose,Education,2022-07-08 00:00:00,1,Pending,,<30 min,,8
2085,Apple TV+,Sago Mini Friends,Education,2022-09-16 00:00:00,1,Pending,,<30 min,,11
2086,Apple TV+,Interrupting Chicken,Education,2022-11-18 00:00:00,1,Continuing,,<30 min,,8
2087,Apple TV+,Dr. Brain,Science fiction thriller,2021-11-03 00:00:00,1,Continuing,,<60 min,,6
2088,Apple TV+,Now and Then,Thriller,2022-05-20 00:00:00,1,Pending,,<60 min,,8
2089,Apple TV+,Visible: Out on Television,Docuseries,2020-02-14 00:00:00,1,Miniseries,,>60 min,,5
2090,Apple TV+,Home,Docuseries,2020-04-17 00:00:00,2,Pending,,<60 min,,19
2091,Apple TV+,Dear...,Docuseries,2020-06-05 00:00:00,2,Pending,,<60 min,,19
2092,Apple TV+,Greatness Code,Docuseries,2020-07-10 00:00:00,2,Pending,,<30 min,,13
2093,Apple TV+,Long Way Up,Travel show,2020-09-18 00:00:00,1,Miniseries,,<60 min,,11
2094,Apple TV+,Tiny World,Nature docuseries,2020-10-02 00:00:00,2,Ended,,<30 min,,12
2095,Apple TV+,Becoming You,Docuseries,2020-11-13 00:00:00,1,Ended,,<60 min,,6
2096,Apple TV+,Earth At Night In Color,Nature docuseries,2020-12-04 00:00:00,2,Ended,,<30 min,,12
2097,Apple TV+,1971: The Year That Music Changed Everything,Docuseries,2021-05-21 00:00:00,1,Miniseries,,<60 min,,8
2098,Apple TV+,The Me You Can't See,Docuseries,2021-05-21 00:00:00,1,Ended,,>60 min,,6
2099,Apple TV+,Watch the Sound with Mark Ronson,Docuseries,2021-07-30 00:00:00,1,Ended,,<60 min,,6
2100,Apple TV+,The Line,True crime,2021-11-19 00:00:00,1,Miniseries,,<60 min,,4
2101,Apple TV+,Lincoln's Dilemma,Biographical docuseries,2022-02-18 00:00:00,1,Miniseries,,<60 min,,4
2102,Apple TV+,The Long Game: Bigger Than Basketball,Sports docuseries,2022-04-22 00:00:00,1,Pending,,<60 min,,5
2103,Apple TV+,They Call Me Magic,Sports docuseries,2022-04-22 00:00:00,1,Pending,,<60 min,,4
2104,Apple TV+,Make or Break,Sports docuseries,2022-04-29 00:00:00,1,Continuing,,<60 min,,7
2105,Apple TV+,The Big Conn,True crime,2022-05-06 00:00:00,1,Miniseries,,<60 min,,4
2106,Apple TV+,Prehistoric Planet,Natural history,2022-05-23 00:00:00,1,Pending,,<60 min,,5
2107,Apple TV+,Gutsy,Docuseries,2022-09-09 00:00:00,1,Pending,,<60 min,,8
2108,Apple TV+,Countdown to First Pitch,Sports broadcast,2022-04-07 00:00:00,Unknown,Pending,,<60 min,,Unknown
2109,Apple TV+,MLB Daily Recap,Sports broadcast,2022-04-07 00:00:00,Unknown,Pending,,<60 min,,Unknown
2110,Apple TV+,Friday Night Baseball,Sports broadcast,2022-04-08 00:00:00,Unknown,Continuing,,>60 min,,Unknown
2111,Apple TV+,Oprah's Book Club,Book club,2019-11-01 00:00:00,1,Ended,,<60 min,,14
2112,Apple TV+,Oprah Talks COVID-19,Interview,2020-03-21 00:00:00,1,Ended,,<60 min,,13
2113,Apple TV+,The Oprah Conversation,Talk show,2020-07-30 00:00:00,1,Ended,,<60 min,,15
2114,Apple TV+,The Problem with Jon Stewart,News/talk show,2021-09-30 00:00:00,2,Pending,,<60 min,,11
2115,Apple TV+,Tehran,Spy thriller,2020-09-25 00:00:00,2,Pending,,<60 min,,16
2116,Apple TV+,Losing Alice,Erotic thriller,2021-01-22 00:00:00,1,Ended,,<60 min,,8
2117,Apple TV+,Calls,Mystery thriller,2021-03-19 00:00:00,1,Ended,,<30 min,,9
2118,Apple TV+,Carpool Karaoke: The Series,Reality,2022-05-27 00:00:00,1,Pending,,<30 min,,6
2119,Paramount+,The Good Fight,Legal drama,2017-02-19 00:00:00,6,Ended,,<60 min,,60
2120,Paramount+,Star Trek: Discovery,Science fiction,2017-09-24 00:00:00,4,Continuing,,<60 min,,55
2121,Paramount+,Strange Angel,Historical period drama,2018-06-14 00:00:00,2,Ended,,<60 min,,17
2122,Paramount+,One Dollar,Mystery thriller,2018-08-30 00:00:00,1,Ended,,<60 min,,10
2123,Paramount+,Star Trek: Short Treks,Science fiction anthology,2018-10-04 00:00:00,2,Ended,,<30 min,,10
2124,Paramount+,Tell Me a Story,Psychological thriller anthology,2018-10-31 00:00:00,2,Ended,,<60 min,,20
2125,Paramount+,The Twilight Zone,Science fantasy anthology,2019-04-01 00:00:00,2,Ended,,<60 min,,20
2126,Paramount+,Star Trek: Picard,Science fiction,2020-01-23 00:00:00,2,Continuing,,<60 min,,20
2127,Paramount+,Interrogation,True crime drama,2020-02-06 00:00:00,1,Ended,,<60 min,,10
2128,Paramount+,The Stand,Apocalyptic horror fantasy drama,2020-12-17 00:00:00,1,Miniseries,,<60 min,,9
2129,Paramount+,Coyote,Crime drama,2021-01-07 00:00:00,1,Ended,,<60 min,,6
2130,Paramount+,Mayor of Kingstown,Crime thriller,2021-11-14 00:00:00,1,Continuing,,<60 min,,10
2131,Paramount+,1883,Neo-Western drama,2021-12-19 00:00:00,1,Miniseries,,<60 min,,10
2132,Paramount+,Halo,Military science fiction,2022-03-24 00:00:00,1,Continuing,,<60 min,,9
2133,Paramount+,The Offer,Drama,2022-04-28 00:00:00,1,Miniseries,,<60 min,,10
2134,Paramount+,Star Trek: Strange New Worlds,Science fiction,2022-05-05 00:00:00,1,Continuing,,<60 min,,10
2135,Paramount+,Tulsa King,Drama,2022-11-13 00:00:00,1,Continuing,,<60 min,,10
2136,Paramount+,1923,Neo-Western drama,2022-12-18 00:00:00,2,Continuing,,Unknown,,16
2137,Paramount+,Wolf Pack,Horror,2023-01-26 00:00:00,Unknown,Pending,,Unknown,,Unknown
2138,Paramount+,No Activity,Comedy,2017-11-12 00:00:00,4,Ended,,<30 min,,32
2139,Paramount+,Why Women Kill,Dark comedy drama,2019-08-15 00:00:00,2,Ended,,<60 min,,20
2140,Paramount+,iCarly,Sitcom,2021-06-17 00:00:00,2,Continuing,,<30 min,,23
2141,Paramount+,Guilty Party,Dark comedy,2021-10-14 00:00:00,1,Pending,,<60 min,,10
2142,Paramount+,The Game,Comedy drama,2021-11-11 00:00:00,1,Continuing,,<60 min,,10
2143,Paramount+,The Fairly OddParents: Fairly Odder,Sitcom,2022-03-31 00:00:00,1,Pending,,<30 min,,13
2144,Paramount+,Players,Docu-comedy drama,2022-06-16 00:00:00,1,Pending,,<60 min,,10
2145,Paramount+,Tooning Out the News,Variety news satire,2020-04-07 00:00:00,2,Moved to Comedy Central,,<30 min,,233
2146,Paramount+,Star Trek: Lower Decks,Science fiction comedy,2020-08-06 00:00:00,3,Continuing,,<30 min,,30
2147,Paramount+,The Harper House,Comedy,2021-09-16 00:00:00,1,Ended,,<30 min,,10
2148,Paramount+,Kamp Koral: SpongeBob's Under Years,Comedy,2021-03-04 00:00:00,1,Continuing,,<30 min,,26
2149,Paramount+,Rugrats,Comedy,2021-05-27 00:00:00,1,Continuing,,<60 min,,24
2150,Paramount+,Star Trek: Prodigy,Science fiction,2021-10-28 00:00:00,1,Continuing,,<60 min,,20
2151,Paramount+,Big Nate,Comedy,2022-02-17 00:00:00,1,Continuing,,<30 min,,26
2152,Paramount+,Transformers: EarthSpark,Science fiction,2022-11-11 00:00:00,1,Continuing,,<60 min,,26
2153,Paramount+,That Animal Rescue Show,Nature,2020-10-29 00:00:00,1,Ended,,<30 min,,10
2154,Paramount+,Texas 6,Sports,2020-11-26 00:00:00,2,Ended,,<60 min,,16
2155,Paramount+,From Cradle to Stage,Music,2021-05-06 00:00:00,1,Ended,,<60 min,,6
2156,Paramount+,Behind the Music,Music,2021-07-29 00:00:00,1,Ended,,<60 min,,12
2157,Paramount+,Indivisible: Healing Hate,Docuseries,2022-01-06 00:00:00,1,Miniseries,,<60 min,,6
2158,Paramount+,Wasteland,Docuseries,2022-02-24 00:00:00,1,Miniseries,,<30 min,,4
2159,Paramount+,Clive Davis: Most Iconic Performances,Music,2022-03-23 00:00:00,1,Miniseries,,<60 min,,3
2160,Paramount+,Ghislaine: Partner in Crime,Docuseries,2022-04-07 00:00:00,1,Miniseries,,<60 min,,4
2161,Paramount+,Never Seen Again,Docuseries,2022-05-10 00:00:00,3,Pending,,<30 min,,30
2162,Paramount+,Black Gold,Docuseries,2022-05-17 00:00:00,1,Miniseries,,<60 min,,3
2163,Paramount+,11 Minutes,Docuseries,2022-09-27 00:00:00,1,Miniseries,,<60 min,,4
2164,Paramount+,The Checkup with Dr. David Agus,Docuseries,2022-12-06 00:00:00,1,Miniseries,,Unknown,,6
2165,Paramount+,Sampled,Docuseries,2022-12-13 00:00:00,1,Pending,,Unknown,,6
2166,Paramount+,Big Brother: Over the Top,Reality competition,2016-09-28 00:00:00,1,Ended,,>60 min,,10
2167,Paramount+,The Thomas John Experience,Mediumship,2020-06-04 00:00:00,1,Ended,,<30 min,,8
2168,Paramount+,The Real World Homecoming,Reality,2021-03-04 00:00:00,3,Pending,,<60 min,,22
2169,Paramount+,The Challenge: All Stars,Reality competition,2021-04-01 00:00:00,3,Pending,,<60 min,,29
2170,Paramount+,Love Island: Exclusive Episodes,Reality,2021-07-12 00:00:00,1,Ended,,<60 min,,5
2171,Paramount+,Love Island: The Drop,Reality,2021-07-13 00:00:00,1,Ended,,<60 min,,5
2172,Paramount+,Love Island: Laid Bare,Reality,2021-07-16 00:00:00,1,Ended,,<60 min,,5
2173,Paramount+,Queen of the Universe,Music competition,2021-12-02 00:00:00,1,Continuing,,<60 min,,6
2174,Paramount+,Hip Hop My House,Reality,2022-06-21 00:00:00,1,Pending,,<30 min,,9
2175,Paramount+,All Star Shore,Reality competition,2022-06-29 00:00:00,1,Pending,,<60 min,,11
2176,Paramount+,After Trek,Aftershow,2017-09-24 00:00:00,1,Ended,,<60 min,,14
2177,Paramount+,The Ready Room,Aftershow,2019-01-26 00:00:00,1,Continuing,,<60 min,,75
2178,Paramount+,60 Minutes+,News,2021-03-04 00:00:00,1,Ended,,<30 min,,30
2179,Paramount+,Yo! MTV Raps,Music,2022-05-24 00:00:00,1,Pending,,<30 min,,8
2180,Paramount+,For Heaven's Sake,True crime docu-comedy,2021-03-04 00:00:00,1,Ended,,<30 min,,8
2181,Paramount+,SkyMed,Medical drama,2022-07-10 00:00:00,1,Pending,,<60 min,,9
2182,Paramount+,Younger,Comedy drama,2021-04-15 00:00:00,1,Ended,,<60 min,TV Land,12
2183,Paramount+,Evil,Supernatural drama,2021-06-20 00:00:00,2,Continuing,,<60 min,CBS,23
2184,Paramount+,RuPaul's Drag Race All Stars,Reality competition,2021-06-24 00:00:00,2,Continuing,,>60 min,Logo (seasons 1–2)VH1 (seasons 3–5),24
2185,Paramount+,RuPaul's Drag Race All Stars: Untucked,Reality competition,2021-06-24 00:00:00,2,Continuing,,<30 min,Logo (season 1)VH1 (season 2),24
2186,Paramount+,Inside the NFL,Sports,2021-09-07 00:00:00,2,Continuing,,>60 min,HBO (seasons 1–30)Showtime (seasons 31–43),48
2187,Paramount+,SEAL Team,Military action,2021-11-01 00:00:00,2,Pending,,<60 min,CBS,20
2188,Paramount+,Next Influencer,Reality,2022-01-13 00:00:00,1,Pending,,<60 min,AwesomenessTV,12
2189,Paramount+,Blood & Treasure,Action-adventure,2022-07-17 00:00:00,1,Pending,,<60 min,CBS,13
2190,Paramount+,Beavis and Butt-Head,Adult animated comedy,2022-08-04 00:00:00,1,Continuing,,<30 min,MTV,12
2191,Paramount+,Ink Master,Reality competition,2022-09-07 00:00:00,1,Pending,,<60 min,Spike (seasons 1–10)Paramount Network (seasons 10–13),10
2192,Paramount+,My Dream Quinceañera,Reality,2022-09-16 00:00:00,1,Pending,,<30 min,AwesomenessTV,10
2193,Paramount+,Inside Amy Schumer,Sketch comedy,2022-10-20 00:00:00,1,Pending,,<30 min,Comedy Central,5
2194,Paramount+,The Real Love Boat,Reality competition,2022-11-02 00:00:00,1,Continuing,,<60 min,CBS,5
2195,Paramount+,Criminal Minds,Crime drama,2022-11-24 00:00:00,1,Continuing,,<60 min,CBS,10
2196,Paramount+,Sunday Morning - Woody Allen The Interview,Interview,2021-03-28 00:00:00,Unknown,,English,<60 min,,Unknown
2197,Paramount+,Dragging the Classics: The Brady Bunch,Comedy,2021-06-30 00:00:00,Unknown,,English,<30 min,,Unknown
2198,Paramount+,74th Tony Awards,Award show,2021-09-26 00:00:00,Unknown,,English,>60 min,,Unknown
2199,Paramount+,Porta dos Fundos: Te Prego Lá Fora,Animated comedy,2021-12-15 00:00:00,Unknown,,Portuguese,<60 min,,Unknown
2200,Paramount+,Reno 911! The Hunt for QAnon,Comedy,2021-12-23 00:00:00,Unknown,,English,>60 min,,Unknown
2201,Paramount+,Five Bedrooms,Comedy drama,2021-08-11 00:00:00,2,Continuing,,<60 min,,16
2202,Paramount+,Spreadsheet,Comedy,2021-10-27 00:00:00,1,Ended,,<30 min,,8
2203,Paramount+,More Than This,Teen drama,2022-03-04 00:00:00,1,Pending,,<30 min,,6
2204,Paramount+,The Secrets She Keeps,Psychological thriller,2022-07-12 00:00:00,1,Pending,,<60 min,,6
2205,Paramount+,Couples Therapy Australia,Docuseries,2022-07-26 00:00:00,2,Pending,,<30 min,,12
2206,Paramount+,Are You the One? UK,Dating show,2022-08-08 00:00:00,1,Pending,,<60 min,,10
2207,Paramount+,The Box,Docuseries,2022-08-11 00:00:00,1,Pending,,<60 min,,3
2208,Paramount+,The Disappearance of Gabby Petito,Docuseries,2022-08-18 00:00:00,1,Miniseries,,Unknown,,3
2209,Paramount+,The Bridge Australia,Reality competition,2022-08-19 00:00:00,1,Pending,,<60 min,,6
2210,Paramount+,Who Killed Meredith Kercher?,Docuseries,2022-08-25 00:00:00,1,Miniseries,,Unknown,,2
2211,Paramount+,The Girl in the Box: The True Story,Docuseries,2022-09-19 00:00:00,1,Miniseries,,Unknown,,2
2212,Paramount+,Millionaire Holiday Home Swap,Reality,2022-09-25 00:00:00,1,Pending,,<60 min,,6
2213,Paramount+,Rise of the Billionaires,Docuseries,2022-09-27 00:00:00,1,Pending,,<60 min,,4
2214,Paramount+,Sky Blue: Inside Sydney FC,Docuseries,2022-09-30 00:00:00,1,Miniseries,,<60 min,,4
2215,Paramount+,Undressed,Reality,2022-10-06 00:00:00,1,Continuing,,Unknown,,4
2216,Paramount+,The Ex-Wife,Psychological thriller,2022-10-12 00:00:00,1,Miniseries,,<60 min,,4
2217,Paramount+,Love Rats,Docuseries,2022-10-14 00:00:00,1,Pending,,Unknown,,8
2218,Paramount+,Hauntings,Docuseries,2022-10-28 00:00:00,1,Pending,,<60 min,,4
2219,Paramount+,The Flatshare,Drama,2022-12-01 00:00:00,1,Pending,,Unknown,,6
2220,Paramount+,Blowing LA,Reality,2022-12-08 00:00:00,1,Pending,,<60 min,,8
2221,Paramount+,Rio Shore,Reality,2021-09-30 00:00:00,2,Pending,,<60 min,,24
2222,Paramount+,Adriano Imperador,Sports docuseries,2022-07-21 00:00:00,1,Miniseries,,<60 min,,3
2223,Paramount+,"Manos arriba, Chef!",Reality competition,2021-07-29 00:00:00,3,Pending,,<30 min,,30
2224,Paramount+,Siendo Pampita,Docuseries,2021-10-13 00:00:00,2,Pending,,<30 min,,19
2225,Paramount+,Parot,Crime thriller,2021-10-20 00:00:00,1,Ended,,<60 min,,10
2226,Paramount+,Before I Forget,Crime drama,2021-11-03 00:00:00,1,Ended,,<60 min,,10
2227,Paramount+,"Susana, Invitada de Honor",Talk show,2021-11-30 00:00:00,1,Continuing,,<60 min,,3
2228,Paramount+,The Envoys,Horror thriller,2021-12-12 00:00:00,1,Continuing,,<60 min,,8
2229,Paramount+,Cecilia,Family comedy drama,2021-12-21 00:00:00,1,Continuing,,<60 min,,8
2230,Paramount+,Marley & Mirko,Docuseries,2022-01-20 00:00:00,1,Pending,,<30 min,,8
2231,Paramount+,The First of Us,Telenovela,2022-03-21 00:00:00,1,Miniseries,,<60 min,,59
2232,Paramount+,When You Least Expect It,Drama,2022-08-18 00:00:00,1,Pending,,<60 min,,10
2233,Paramount+,Bosé,Biopic,2022-11-03 00:00:00,1,Pending,,<60 min,,6
2234,Paramount+,Pervert: Hunting the Strip Search Caller,Docuseries,2022-10-25 00:00:00,1,Miniseries,English,<60 min,,3
2235,Paramount+,Corpo Libero,Teen thriller drama,2022-10-26 00:00:00,1,Pending,Italian,Unknown,,6
2236,Paramount+,Peter Helliar: Loopy,Stand-up comedy,2022-04-01 00:00:00,Unknown,,English,<60 min,,Unknown
2237,Paramount+,Geraldine Hickey: What A Surprise,Stand-up comedy,2022-04-01 00:00:00,Unknown,,English,<60 min,,Unknown
2238,Paramount+,Nath Valvo: I'm Happy for You,Stand-up comedy,2022-04-01 00:00:00,Unknown,,English,<60 min,,Unknown
2239,Paramount+,Tom Ballard: Enough,Stand-up comedy,2022-04-01 00:00:00,Unknown,,English,>60 min,,Unknown
2240,Paramount+,"Guy Montgomery By Name, Guy Montgomery By Nature",Stand-up comedy,2022-11-11 00:00:00,Unknown,,English,Unknown,,Unknown
2241,Paramount+,Michelle Brasier: Average Bear,Stand-up comedy,2022-11-11 00:00:00,Unknown,,English,Unknown,,Unknown
2242,Paramount+,Sammy J: Symphony in J Minor,Stand-up comedy,2022-11-11 00:00:00,Unknown,,English,Unknown,,Unknown
2243,Paramount+,Luke Heggie: I Already Told You,Stand-up comedy,2022-11-11 00:00:00,Unknown,,English,Unknown,,Unknown
2244,Paramount+,Kirsty Webeck: Silver Linings,Stand-up comedy,2022-11-11 00:00:00,Unknown,,English,Unknown,,Unknown
2245,Paramount+,Dane Simpson: Didgeridoozy,Stand-up comedy,2022-11-11 00:00:00,Unknown,,English,Unknown,,Unknown
2246,Paramount+,Ivan Aristeguieta: Happy Papi,Stand-up comedy,2022-11-11 00:00:00,Unknown,,English,Unknown,,Unknown
2247,Paramount+,Harley Breen: Flat Out,Stand-up comedy,2022-11-11 00:00:00,Unknown,,English,Unknown,,Unknown
2248,Disney+,The Mandalorian,Space western,2019-11-12 00:00:00,2,Continuing,,<60 min,,16
2249,Disney+,The Right Stuff,Historical drama,2020-10-09 00:00:00,1,Ended,,<60 min,,8
2250,Disney+,WandaVision,Superhero romantic comedy-drama,2021-01-15 00:00:00,1,Miniseries,,<60 min,,9
2251,Disney+,The Falcon and the Winter Soldier,Superhero buddy action-adventure,2021-03-19 00:00:00,1,Miniseries,,<60 min,,6
2252,Disney+,Loki,Superhero fantasy action-adventure,2021-06-09 00:00:00,1,Continuing,,<60 min,,6
2253,Disney+,The Mysterious Benedict Society,Mystery adventure,2021-06-25 00:00:00,2,Continuing,,<60 min,,16
2254,Disney+,Hawkeye,Superhero action-adventure,2021-11-24 00:00:00,1,Miniseries,,<60 min,,6
2255,Disney+,The Book of Boba Fett,Space western,2021-12-29 00:00:00,1,Pending,,<60 min,,7
2256,Disney+,Moon Knight,Superhero fantasy action-adventure,2022-03-30 00:00:00,1,Miniseries,,<60 min,,6
2257,Disney+,Obi-Wan Kenobi,Space opera,2022-05-27 00:00:00,1,Miniseries,,<60 min,,6
2258,Disney+,Andor,Space opera,2022-09-21 00:00:00,1,Continuing,,<60 min,,12
2259,Disney+,Willow,Fantasy adventure,2022-11-30 00:00:00,1,Continuing,,<60 min,,8
2260,Disney+,National Treasure: Edge of History,Action-adventure,2022-12-14 00:00:00,1,Pending,,Unknown,,10
