,Cur. service,Title,Genre,Premiere,Seasons,Status,Language,Runtime,Prev. network(s),Episodes
626,Netflix,Dinotrux,,2015-08-14 00:00:00,5,Ended,,<30 min,,52
627,Netflix,The Mr. Peabody & Sherman Show,,2015-10-09 00:00:00,4,Ended,,<30 min,,52
628,Netflix,Popples,,2015-10-30 00:00:00,3,Ended,,<30 min,,26
629,Netflix,Care Bears and Cousins,,2015-11-06 00:00:00,2,Ended,,<30 min,,12
630,Netflix,Dawn of the Croods,,2015-12-24 00:00:00,4,Ended,,<30 min,,52
631,Netflix,Lego Bionicle: The Journey to One,,2016-03-04 00:00:00,2,Ended,,<30 min,,5
632,Netflix,Lego Friends: The Power of Friendship,,2016-03-04 00:00:00,2,Ended,,<30 min,,4
633,Netflix,Kong: King of the Apes,,2016-04-15 00:00:00,2,Ended,,<60 min,,23
634,Netflix,Voltron: Legendary Defender,,2016-06-10 00:00:00,8,Ended,,<60 min,,78
635,Netflix,Justin Time GO!,,2016-06-24 00:00:00,1,Ended,,<30 min,,13
636,Netflix,Word Party,,2016-07-08 00:00:00,5,Ended,,<30 min,,60
637,Netflix,Home: Adventures with Tip & Oh,,2016-07-29 00:00:00,4,Ended,,<30 min,,52
638,Netflix,Ask the StoryBots,,2016-08-12 00:00:00,3,Ended,,<30 min,,22
639,Netflix,Kulipari: An Army of Frogs,,2016-09-02 00:00:00,1,Ended,,<30 min,,13
640,Netflix,Skylanders Academy,,2016-10-28 00:00:00,3,Ended,,<60 min,,38
641,Netflix,World of Winx,,2016-11-04 00:00:00,2,Ended,,<30 min,,26
642,Netflix,Luna Petunia,,2016-12-09 00:00:00,3,Ended,,<30 min,,22
643,Netflix,Trollhunters: Tales of Arcadia,,2016-12-23 00:00:00,3,Ended,,<30 min,,52
644,Netflix,Edgar Rice Burroughs' Tarzan and Jane,,2017-01-06 00:00:00,2,Ended,,<30 min,,13
645,Netflix,We're Lalaloopsy,,2017-01-10 00:00:00,1,Ended,,<30 min,,13
646,Netflix,VeggieTales in the City,,2017-02-24 00:00:00,2,Ended,,<30 min,,26
647,Netflix,Legend Quest,,2017-02-24 00:00:00,1,Ended,,<30 min,,13
648,Netflix,Buddy Thunderstruck,,2017-03-10 00:00:00,1,Ended,,<30 min,,12
649,Netflix,Spirit Riding Free,,2017-05-05 00:00:00,8,Ended,,<30 min,,52
650,Netflix,All Hail King Julien: Exiled,,2017-05-12 00:00:00,1,Ended,,<30 min,,13
651,Netflix,True and the Rainbow Kingdom,,2017-08-11 00:00:00,3,Ended,,<30 min,,19
652,Netflix,Lego Elves: Secrets of Elvendale,,2017-09-01 00:00:00,1,Ended,,<30 min,,8
653,Netflix,The Magic School Bus Rides Again,,2017-09-29 00:00:00,2,Ended,,<30 min,,26
654,Netflix,Super Monsters,,2017-10-13 00:00:00,3,Ended,,<30 min,,22
655,Netflix,Dinotrux Supercharged,,2017-11-10 00:00:00,3,Ended,,<30 min,,26
656,Netflix,Stretch Armstrong and the Flex Fighters,,2017-11-17 00:00:00,2,Ended,,<30 min,,23
657,Netflix,Trolls: The Beat Goes On!,,2018-01-19 00:00:00,8,Ended,,<30 min,,52
658,Netflix,Llama Llama,,2018-01-26 00:00:00,2,Ended,,<30 min,,25
659,Netflix,Luna Petunia: Return to Amazia,,2018-02-02 00:00:00,2,Ended,,<30 min,,11
660,Netflix,The Boss Baby: Back in Business,,2018-04-06 00:00:00,4,Ended,,<30 min,,49
661,Netflix,Spy Kids: Mission Critical,,2018-04-20 00:00:00,2,Ended,,<30 min,,20
662,Netflix,The Hollow,,2018-06-08 00:00:00,2,Ended,,<30 min,,20
663,Netflix,True: Magical Friends,,2018-06-15 00:00:00,1,Ended,,<30 min,,5
664,Netflix,True: Wonderful Wishes,,2018-06-15 00:00:00,1,Ended,,<30 min,,5
665,Netflix,Harvey Girls Forever!,,2018-06-29 00:00:00,4,Ended,,<30 min,,52
666,Netflix,The Epic Tales of Captain Underpants,,2018-07-13 00:00:00,3,Ended,,<30 min,,39
667,Netflix,Cupcake & Dino: General Services,,2018-07-27 00:00:00,2,Ended,,<30 min,,26
668,Netflix,Larva Island,,2018-10-19 00:00:00,2,Ended,,<30 min,,26
669,Netflix,She-Ra and the Princesses of Power,,2018-11-13 00:00:00,5,Ended,,<30 min,,52
670,Netflix,Kulipari: Dream Walker,,2018-11-20 00:00:00,1,Ended,,<30 min,,10
671,Netflix,Motown Magic,,2018-11-20 00:00:00,2,Ended,,<30 min,,51
672,Netflix,3Below: Tales of Arcadia,,2018-12-21 00:00:00,2,Ended,,<30 min,,26
673,Netflix,Pinky Malinky,,2019-01-01 00:00:00,3,Ended,,<30 min,,59
674,Netflix,Carmen Sandiego,,2019-01-18 00:00:00,4,Ended,,<30 min,,32
675,Netflix,YooHoo to the Rescue,,2019-03-15 00:00:00,3,Ended,,<30 min,,52
676,Netflix,Mighty Little Bheem,,2019-04-12 00:00:00,3,Ended,,<30 min,,64
677,Netflix,Twelve Forever,,2019-07-29 00:00:00,1,Ended,,<30 min,,25
678,Netflix,Spirit Riding Free: Pony Tales,,2019-08-09 00:00:00,2,Ended,,<30 min,,10
679,Netflix,Archibald's Next Big Thing,,2019-09-06 00:00:00,2,Ended,,<30 min,,26
680,Netflix,The Last Kids on Earth,,2019-09-17 00:00:00,3,Ended,,<60 min,,21
681,Netflix,Dragons: Rescue Riders,,2019-09-27 00:00:00,2,Ended,,<30 min,,26
682,Netflix,Legend Quest: Masters of Myth,,2019-10-05 00:00:00,1,Ended,,<30 min,,13
683,Netflix,Hello Ninja,,2019-11-01 00:00:00,4,Ended,,<30 min,,39
684,Netflix,Green Eggs and Ham,,2019-11-08 00:00:00,2,Ended,,<30 min,,23
685,Netflix,Fast & Furious Spy Racers,,2019-12-26 00:00:00,6,Ended,,<30 min,,52
686,Netflix,Go! Go! Cory Carson,,2020-01-04 00:00:00,6,Ended,,<30 min,,63
687,Netflix,Kipo and the Age of Wonderbeasts,,2020-01-14 00:00:00,3,Ended,,<30 min,,30
688,Netflix,Glitch Techs,,2020-02-21 00:00:00,2,Ended,,<60 min,,19
689,Netflix,Buddi,,2020-03-20 00:00:00,2,Ended,,<30 min,,16
690,Netflix,Spirit Riding Free: Riding Academy,,2020-04-03 00:00:00,2,Ended,,<30 min,,16
691,Netflix,StarBeam,,2020-04-03 00:00:00,4,Ended,,<30 min,,41
692,Netflix,Chico Bon Bon: Monkey with a Tool Belt,,2020-05-08 00:00:00,4,Ended,,<30 min,,38
693,Netflix,Rhyme Time Town,,2020-06-19 00:00:00,2,Ended,,<30 min,,21
694,Netflix,The Epic Tales of Captain Underpants in Space,,2020-07-10 00:00:00,1,Ended,,<30 min,,6
695,Netflix,Wizards: Tales of Arcadia,,2020-08-07 00:00:00,1,Ended,,<30 min,,10
696,Netflix,Jurassic World Camp Cretaceous,,2020-09-18 00:00:00,5,Ended,,<30 min,,49
697,Netflix,Trash Truck,,2020-11-10 00:00:00,2,Ended,,<30 min,,28
698,Netflix,Kid Cosmic,,2021-02-02 00:00:00,3,Ended,,<30 min,,24
699,Netflix,Kayko and Kokosh,,2021-02-28 00:00:00,2,Ended,,<30 min,,14
700,Netflix,City of Ghosts,,2021-03-05 00:00:00,1,Ended,,<30 min,,6
701,Netflix,We the People,,2021-07-04 00:00:00,1,Ended,,<30 min,,10
702,Netflix,Johnny Test,,2021-07-16 00:00:00,2,Ended,,<30 min,,40
703,Netflix,Centaurworld,,2021-07-30 00:00:00,2,Ended,,<60 min,,18
704,Netflix,Oggy Oggy,,2021-08-24 00:00:00,1,Ended,,<30 min,,16
705,Netflix,I Heart Arlo,,2021-08-27 00:00:00,1,Ended,,<30 min,,19
706,Netflix,A Tale Dark & Grimm,,2021-10-08 00:00:00,1,Ended,,<30 min,,10
707,Netflix,Maya and the Three,,2021-10-22 00:00:00,1,Ended,,<60 min,,9
708,Netflix,Word Party Presents: Math!,,2021-12-28 00:00:00,1,Ended,,<30 min,,10
709,Netflix,The Cuphead Show!,,2022-02-18 00:00:00,3,Ended,,<30 min,,36
710,Netflix,Transformers: BotBots,,2022-03-25 00:00:00,1,Ended,,<30 min,,10
711,Netflix,Oni: Thunder God's Tale,,2022-10-21 00:00:00,1,Ended,,<60 min,,4
712,Netflix,Jinn,Fantasy adventure,2019-06-13 00:00:00,1,Ended,,<60 min,,5
713,Netflix,Dollar,Thriller,2019-08-08 00:00:00,1,Ended,,<60 min,,15
714,Netflix,Paranormal,Supernatural drama,2020-11-05 00:00:00,1,Ended,,<60 min,,6
715,Netflix,Abla Fahita: Drama Queen,Puppetry/live-action comedy,2021-03-15 00:00:00,1,Ended,,<30 min,,6
716,Netflix,"Love, Life & Everything in Between",Romantic comedy,2022-03-10 00:00:00,1,Ended,,<30 min,,8
717,Netflix,The Rain,Post-apocalyptic drama,2018-05-04 00:00:00,3,Ended,,<60 min,,20
718,Netflix,Equinox,Thriller,2020-12-30 00:00:00,1,Ended,,<60 min,,6
719,Netflix,The Chestnut Man,Crime drama,2021-09-29 00:00:00,1,Ended,,<60 min,,6
720,Netflix,Elves,Fantasy horror,2021-11-28 00:00:00,1,Ended,,<30 min,,6
721,Netflix,Chosen,Coming-of-age science fiction,2022-01-27 00:00:00,1,Ended,,<60 min,,6
722,Netflix,Ares,Horror drama,2020-01-17 00:00:00,1,Ended,,<30 min,,8
723,Netflix,Misfit: The Series,Teen musical comedy-drama,2021-10-16 00:00:00,1,Ended,,<30 min,,8
724,Netflix,Marseille,Political drama,2016-05-05 00:00:00,2,Ended,,<60 min,,16
725,Netflix,The Hook Up Plan,Romantic comedy,2018-12-07 00:00:00,3,Ended,,<60 min,,21
726,Netflix,Osmosis,Science fiction/drama,2019-03-29 00:00:00,1,Ended,,<60 min,,8
727,Netflix,Family Business,Comedy,2019-06-28 00:00:00,3,Ended,,<60 min,,18
728,Netflix,Marianne,Horror drama,2019-09-13 00:00:00,1,Ended,,<60 min,,8
729,Netflix,Criminal: France,Police procedural anthology series,2019-09-20 00:00:00,1,Ended,,<60 min,,3
730,Netflix,Vampires,Supernatural drama,2020-03-20 00:00:00,1,Ended,,<60 min,,6
731,Netflix,Mortel,Supernatural drama,2019-11-21 00:00:00,2,Ended,,<60 min,,12
732,Netflix,Into the Night,Science fiction,2020-05-01 00:00:00,2,Ended,,<60 min,,12
733,Netflix,La Révolution,Supernatural drama,2020-10-16 00:00:00,1,Ended,,<60 min,,8
734,Netflix,Dealer,Drama,2021-03-10 00:00:00,1,Ended,,<30 min,,10
735,Netflix,Gone for Good,Thriller,2021-08-13 00:00:00,1,Ended,,<60 min,,5
736,Netflix,Christmas Flow,Romantic comedy/Musical,2021-11-17 00:00:00,1,Ended,,<60 min,,3
737,Netflix,Standing Up,Comedy drama,2022-03-18 00:00:00,1,Ended,,<60 min,,6
738,Netflix,The 7 Lives of Lea,Supernatural drama,2022-04-28 00:00:00,1,Ended,,<60 min,,7
739,Netflix,Notre-Dame,Drama,2022-10-19 00:00:00,1,Ended,,<60 min,,6
740,Netflix,Dark,Science fiction,2017-12-01 00:00:00,3,Ended,,<60 min,,26
741,Netflix,Dogs of Berlin,Drama,2018-12-07 00:00:00,1,Ended,,<60 min,,10
742,Netflix,Criminal: Germany,Police procedural anthology series,2019-09-20 00:00:00,1,Ended,,<60 min,,3
743,Netflix,Skylines,Drama,2019-09-27 00:00:00,1,Ended,,<60 min,,6
744,Netflix,We Are the Wave,Drama,2019-11-01 00:00:00,1,Ended,,<60 min,,6
745,Netflix,Holiday Secrets,Drama,2019-11-20 00:00:00,1,Ended,,<60 min,,3
746,Netflix,Biohackers,Thriller,2020-08-20 00:00:00,2,Ended,,<60 min,,12
747,Netflix,The Last Word,Comedy drama,2020-09-17 00:00:00,1,Ended,,<60 min,,6
748,Netflix,Over Christmas,Comedy,2020-11-27 00:00:00,1,Ended,,<60 min,,3
749,Netflix,Tribes of Europa,Science fiction,2021-02-19 00:00:00,1,Ended,,<60 min,,6
750,Netflix,The Billion Dollar Code,Legal thriller,2021-10-07 00:00:00,1,Ended,,>60 min,,4
751,Netflix,Life's a Glitch with Julien Bam,Science fiction comedy-drama,2021-10-21 00:00:00,1,Ended,,<60 min,,4
752,Netflix,Kitz,Young adult mystery drama,2021-12-30 00:00:00,1,Ended,,<60 min,,6
753,Netflix,Sacred Games,Drama,2018-07-06 00:00:00,2,Ended,,<60 min,,16
754,Netflix,Ghoul,Horror,2018-08-24 00:00:00,1,Ended,,<60 min,,3
755,Netflix,Selection Day,Drama,2018-12-28 00:00:00,1,Ended,,<30 min,,12
756,Netflix,Leila,Drama,2019-06-14 00:00:00,1,Ended,,<60 min,,6
757,Netflix,Typewriter,Horror,2019-07-19 00:00:00,1,Ended,,<60 min,,5
758,Netflix,Bard of Blood,Espionage thriller,2019-09-27 00:00:00,1,Ended,,<60 min,,7
759,Netflix,Taj Mahal 1989,Romantic comedy,2020-02-14 00:00:00,1,Ended,,<60 min,,7
760,Netflix,Hasmukh,Comedy,2020-04-17 00:00:00,1,Ended,,<60 min,,10
761,Netflix,Betaal,Thriller,2020-05-24 00:00:00,1,Ended,,<60 min,,4
762,Netflix,Bhaag Beanie Bhaag,Comedy,2020-12-04 00:00:00,1,Ended,,<30 min,,6
763,Netflix,Bombay Begums,Drama,2021-03-08 00:00:00,1,Ended,,<60 min,,6
764,Netflix,Ray,Anthology series,2021-06-25 00:00:00,1,Ended,,<60 min,,4
765,Netflix,Feels Like Ishq,Anthology series,2021-07-23 00:00:00,1,Ended,,<30 min,,6
766,Netflix,Call My Agent: Bollywood,Workplace dramedy,2021-10-29 00:00:00,1,Ended,,<60 min,,6
767,Netflix,Aranyak,Crime thriller,2021-12-10 00:00:00,1,Ended,,<60 min,,8
768,Netflix,The Fame Game,Suspense family drama,2022-02-25 00:00:00,1,Ended,,<60 min,,8
769,Netflix,Katla,Supernatural drama,2021-06-17 00:00:00,1,Ended,,<60 min,,8
770,Netflix,Suburra: Blood on Rome,Crime drama,2017-10-06 00:00:00,3,Ended,,<60 min,,24
771,Netflix,Baby,Drama,2018-11-30 00:00:00,3,Ended,,<60 min,,18
772,Netflix,Luna Nera,Historical drama,2020-01-31 00:00:00,1,Ended,,<60 min,,6
773,Netflix,Summertime,Teen drama,2020-04-29 00:00:00,3,Ended,,<60 min,,24
774,Netflix,Curon,Supernatural drama,2020-06-10 00:00:00,1,Ended,,<60 min,,7
775,Netflix,Zero,Superhero,2021-04-21 00:00:00,1,Ended,,<30 min,,8
776,Netflix,Generation 56k,Romantic comedy,2021-07-01 00:00:00,1,Ended,,<30 min,,8
777,Netflix,Luna Park,Drama,2021-09-30 00:00:00,1,Ended,,<60 min,,6
778,Netflix,An Astrological Guide for Broken Hearts,Romantic comedy,2021-10-27 00:00:00,2,Ended,,<60 min,,12
779,Netflix,"Devotion, a Story of Love and Desire",Romantic drama,2022-02-14 00:00:00,1,Ended,,<60 min,,6
780,Netflix,Hibana: Spark,Drama,2016-06-02 00:00:00,1,Ended,,<60 min,,10
781,Netflix,Midnight Diner: Tokyo Stories,Slice of life/Anthology series,2016-10-21 00:00:00,2,Ended,,<30 min,,20
782,Netflix,Samurai Gourmet,Slice of life comedy,2017-03-17 00:00:00,1,Ended,,<30 min,,12
783,Netflix,Blazing Transfer Students,Action comedy,2017-11-10 00:00:00,1,Ended,,<30 min,,8
784,Netflix,Erased,Supernatural mystery,2017-12-15 00:00:00,1,Ended,,<30 min,,12
785,Netflix,Jimmy: The True Story of a True Idiot,Comedy,2018-07-20 00:00:00,1,Ended,,<60 min,,9
786,Netflix,Switched,Science fiction,2018-08-01 00:00:00,1,Ended,,<60 min,,6
787,Netflix,The Naked Director,Period dramedy,2019-08-08 00:00:00,2,Ended,,<60 min,,16
788,Netflix,Followers,Drama,2020-02-27 00:00:00,1,Ended,,<60 min,,9
789,Netflix,The Forest of Love: Deep Cut,Drama,2020-04-30 00:00:00,1,Ended,,<60 min,,7
790,Netflix,Ju-On: Origins,Horror,2020-07-03 00:00:00,1,Ended,,<30 min,,6
791,Netflix,Creator's File: Gold,Mockumentary,2021-06-03 00:00:00,1,Ended,,<30 min,,8
792,Netflix,The Journalist,Drama,2022-01-13 00:00:00,1,Ended,,<60 min,,6
793,Netflix,Fishbowl Wives,Romantic drama,2022-02-14 00:00:00,1,Ended,,<60 min,,8
794,Netflix,My Only Love Song,Comedy,2017-06-09 00:00:00,1,Ended,,<30 min,,20
795,Netflix,YG Future Strategy Office,Comedy,2018-10-05 00:00:00,1,Ended,,<30 min,,8
796,Netflix,Kingdom,Period horror thriller,2019-01-25 00:00:00,2,Ended,,<60 min,,12
797,Netflix,Persona,Anthology,2019-04-11 00:00:00,1,Ended,,<30 min,,4
798,Netflix,My First First Love,Romantic comedy,2019-04-18 00:00:00,2,Ended,,<60 min,,16
799,Netflix,Love Alarm,Romantic dramedy,2019-08-22 00:00:00,2,Ended,,<60 min,,14
800,Netflix,My Holo Love,Science fiction romance,2020-02-07 00:00:00,1,Ended,,<60 min,,12
801,Netflix,Extracurricular,Teen/crime drama,2020-04-29 00:00:00,1,Ended,,<60 min,,10
802,Netflix,The School Nurse Files,Fantasy drama,2020-09-25 00:00:00,1,Ended,,<60 min,,6
803,Netflix,Move to Heaven,Melodrama,2021-05-14 00:00:00,1,Ended,,<60 min,,10
804,Netflix,So Not Worth It,Sitcom,2021-06-18 00:00:00,1,Ended,,<60 min,,12
805,Netflix,My Name,Crime thriller,2021-10-15 00:00:00,1,Ended,,<60 min,,8
806,Netflix,The Silent Sea,Science fiction thriller,2021-12-24 00:00:00,1,Ended,,<60 min,,8
807,Netflix,Juvenile Justice,Legal drama,2022-02-25 00:00:00,1,Ended,,>60 min,,10
808,Netflix,Nowhere Man,Thriller,2019-10-31 00:00:00,1,Ended,,<60 min,,8
809,Netflix,Triad Princess,Crime drama/romance,2019-12-06 00:00:00,1,Ended,,<60 min,,6
810,Netflix,The Ghost Bride,Mystery drama,2020-01-23 00:00:00,1,Ended,,<60 min,,6
811,Netflix,More than Blue: The Series,Romantic drama,2021-10-22 00:00:00,1,Ended,,<60 min,,10
812,Netflix,Light the Night,Suspense thriller/Melodrama,2021-11-26 00:00:00,3,Ended,,<60 min,,24
813,Netflix,Home for Christmas,Comedy drama,2019-12-05 00:00:00,2,Ended,,<30 min,,12
814,Netflix,Bloodride,Horror anthology,2020-03-13 00:00:00,1,Ended,,<60 min,,6
815,Netflix,Post Mortem: No One Dies in Skarnes,Supernatural drama,2021-08-25 00:00:00,1,Ended,,<60 min,,6
816,Netflix,The Lørenskog Disappearance,Crime drama,2022-09-14 00:00:00,1,Ended,,<60 min,,5
817,Netflix,1983,Spy thriller,2018-11-30 00:00:00,1,Ended,,<60 min,,8
818,Netflix,The Woods,Thriller,2020-06-12 00:00:00,1,Ended,,<60 min,,6
819,Netflix,Open Your Eyes,Thriller,2021-08-25 00:00:00,1,Ended,,<60 min,,6
820,Netflix,Hold Tight,Thriller,2022-04-22 00:00:00,1,Ended,,<60 min,,6
821,Netflix,Cracow Monsters,Fantasy drama,2022-03-18 00:00:00,1,Ended,,<60 min,,8
822,Netflix,3%,Science fiction,2016-11-25 00:00:00,4,Ended,,<60 min,,33
823,Netflix,The Mechanism,Crime drama,2018-03-23 00:00:00,2,Ended,,<60 min,,16
824,Netflix,Samantha!,Comedy,2018-07-06 00:00:00,2,Ended,,<60 min,,14
825,Netflix,Girls from Ipanema,Period drama,2019-03-22 00:00:00,2,Ended,,<60 min,,13
826,Netflix,The Chosen One,Thriller drama,2019-06-28 00:00:00,2,Ended,,<60 min,,12
827,Netflix,Nobody's Looking,Comedy drama,2019-11-22 00:00:00,1,Ended,,<30 min,,8
828,Netflix,Omniscient,Science fiction,2020-01-29 00:00:00,1,Ended,,<60 min,,6
829,Netflix,Reality Z,Zombie horror,2020-06-10 00:00:00,1,Ended,,<60 min,,10
830,Netflix,Kissing Game,Thriller,2020-07-17 00:00:00,1,Ended,,<60 min,,6
831,Netflix,Glória,Thriller,2021-11-05 00:00:00,1,Ended,,<60 min,,10
832,Netflix,Summer Heat,Drama,2022-01-21 00:00:00,1,Ended,,<60 min,,8
833,Netflix,Maldivas,Comedy drama,2022-06-15 00:00:00,1,Ended,,<60 min,,7
834,Netflix,Unsuspicious,Comedy,2022-08-17 00:00:00,1,Ended,,<60 min,,9
835,Netflix,Only for Love,Musical drama,2022-09-21 00:00:00,1,Ended,,>60 min,,6
836,Netflix,Club de Cuervos,Comedy drama,2015-08-07 00:00:00,4,Ended,,>60 min,,45
837,Netflix,Estocolmo,Crime drama,2016-11-11 00:00:00,1,Ended,,<60 min,,13
838,Netflix,Ingobernable,Political drama,2017-03-24 00:00:00,2,Ended,,<60 min,,27
839,Netflix,Cable Girls,Period drama,2017-04-28 00:00:00,5,Ended,,<60 min,,42
840,Netflix,Edha,Drama,2018-03-16 00:00:00,1,Ended,,<60 min,,10
841,Netflix,Club de Cuervos Presents: The Ballad of Hugo Sánchez,Comedy,2018-06-17 00:00:00,1,Ended,,<60 min,,6
842,Netflix,The House of Flowers,Comedy,2018-08-10 00:00:00,3,Ended,,<60 min,,33
843,Netflix,Wild District,Crime drama,2018-10-19 00:00:00,2,Ended,,<60 min,,20
844,Netflix,Diablero,Horror fantasy thriller,2018-12-21 00:00:00,2,Ended,,<60 min,,14
845,Netflix,Always a Witch,Supernatural drama,2019-02-01 00:00:00,2,Ended,,<60 min,,18
846,Netflix,Go! Live Your Way,Musical,2019-02-22 00:00:00,2,Ended,,<60 min,,30
847,Netflix,Crime Diaries: The Candidate,Crime anthology series,2019-03-22 00:00:00,1,Ended,,<60 min,,8
848,Netflix,Crime Diaries: Night Out,Crime anthology series,2019-05-03 00:00:00,1,Ended,,<60 min,,8
849,Netflix,High Seas,Mystery period drama,2019-05-24 00:00:00,3,Ended,,<60 min,,22
850,Netflix,Yankee,Drama,2019-06-14 00:00:00,1,Ended,,<60 min,,25
851,Netflix,Green Frontier,Crime drama/thriller,2019-08-16 00:00:00,1,Ended,,<60 min,,8
852,Netflix,Monarca,Family drama,2019-09-13 00:00:00,2,Ended,,<60 min,,18
853,Netflix,Criminal: Spain,Police procedural anthology,2019-09-20 00:00:00,1,Ended,,<60 min,,3
854,Netflix,Hache,Thriller,2019-11-01 00:00:00,2,Ended,,<60 min,,14
855,Netflix,The Club,Crime drama,2019-11-15 00:00:00,1,Ended,,<60 min,,25
856,Netflix,Three Days of Christmas,Drama,2019-12-06 00:00:00,1,Ended,,>60 min,,3
857,Netflix,The Neighbor,Superhero comedy,2019-12-31 00:00:00,2,Ended,,<30 min,,18
858,Netflix,Puerta 7,Sports crime drama,2020-02-21 00:00:00,1,Ended,,<60 min,,8
859,Netflix,Unstoppable,Comedy drama,2020-02-28 00:00:00,1,Ended,,<60 min,,10
860,Netflix,The Unremarkable Juanquini,Comedy,2020-05-15 00:00:00,2,Ended,,<60 min,,15
861,Netflix,Control Z,Teen drama,2020-05-22 00:00:00,3,Ended,,<60 min,,24
862,Netflix,The Search,Crime anthology series,2020-06-12 00:00:00,1,Ended,,<60 min,,6
863,Netflix,Dark Desire,Thriller,2020-07-15 00:00:00,2,Ended,,<60 min,,33
864,Netflix,The Great Heist,Crime drama,2020-08-14 00:00:00,1,Ended,,<60 min,,6
865,Netflix,Someone Has to Die,Drama,2020-10-16 00:00:00,1,Ended,,<60 min,,3
866,Netflix,The Minions of Midas,Thriller,2020-11-13 00:00:00,1,Ended,,<60 min,,6
867,Netflix,The Mess You Leave Behind,Drama,2020-12-11 00:00:00,1,Ended,,<60 min,,8
868,Netflix,Who Killed Sara?,Crime drama,2021-03-24 00:00:00,3,Ended,,<60 min,,25
869,Netflix,The Innocent,Mystery thriller,2021-04-30 00:00:00,1,Ended,,<60 min,,8
870,Netflix,Somos.,Drama,2021-06-30 00:00:00,1,Ended,,<60 min,,6
871,Netflix,Everything Will Be Fine,Dramedy,2021-08-20 00:00:00,1,Ended,,<30 min,,8
872,Netflix,Jaguar,Historical drama,2021-09-22 00:00:00,1,Ended,,<60 min,,6
873,Netflix,The Five Juanas,Dramedy,2021-10-06 00:00:00,1,Ended,,<60 min,,18
874,Netflix,The Time It Takes,Drama,2021-10-29 00:00:00,1,Ended,,<30 min,,10
875,Netflix,Feria: The Darkest Light,Fantasy,2022-01-28 00:00:00,1,Ended,,<60 min,,8
876,Netflix,Savage Rhythm,Drama,2022-03-02 00:00:00,1,Ended,,<60 min,,8
877,Netflix,Once Upon a Time... Happily Never After,Musical comedy,2022-03-11 00:00:00,1,Ended,,<60 min,,6
878,Netflix,Quicksand,Crime drama,2019-04-05 00:00:00,1,Ended,,<60 min,,6
879,Netflix,The Unlikely Murderer,Crime drama miniseries,2021-11-05 00:00:00,1,Ended,,<60 min,,5
880,Netflix,Anxious People,Comedy drama,2021-12-29 00:00:00,1,Ended,,<30 min,,6
881,Netflix,Clark,Drama,2022-05-05 00:00:00,1,Ended,,>60 min,,6
882,Netflix,The Playlist,Docu-drama miniseries,2022-10-13 00:00:00,1,Ended,,<60 min,,6
883,Netflix,Paava Kadhaigal,Anthology series,2020-12-18 00:00:00,1,Ended,,<60 min,,4
884,Netflix,Navarasa,Anthology series,2021-08-06 00:00:00,1,Ended,,<60 min,,9
885,Netflix,Pitta Kathalu,Anthology series,2021-02-19 00:00:00,1,Ended,,<60 min,,4
886,Netflix,The Stranded,Fantasy drama,2019-11-14 00:00:00,1,Ended,,<60 min,,7
887,Netflix,Bangkok Breaking,Thriller,2021-09-23 00:00:00,1,Ended,,<60 min,,6
888,Netflix,Thai Cave Rescue,Drama,2022-09-22 00:00:00,1,Ended,,<60 min,,6
889,Netflix,The Protector,Supernatural mystery,2018-12-14 00:00:00,4,Ended,,<60 min,,32
890,Netflix,The Gift,Supernatural drama,2019-12-27 00:00:00,3,Ended,,<60 min,,24
891,Netflix,Love 101,Teen drama,2020-04-24 00:00:00,2,Ended,,<60 min,,16
892,Netflix,Ethos,Drama,2020-11-12 00:00:00,1,Ended,,<60 min,,8
893,Netflix,50M2,Dark comedy,2021-01-27 00:00:00,1,Ended,,<60 min,,8
894,Netflix,Wild Abandon,Drama,2022-03-30 00:00:00,1,Ended,,<60 min,,8
895,Netflix,Chef's Table,Culinary art,2015-04-26 00:00:00,6,Ended,English,<60 min,,30
896,Netflix,Making a Murderer,Crime drama,2015-12-18 00:00:00,2,Ended,English,>60 min,,20
897,Netflix,Chelsea Does,Comedy,2016-01-23 00:00:00,1,Ended,English,>60 min,,4
898,Netflix,Cooked,Culinary art,2016-02-19 00:00:00,1,Ended,English,<60 min,,4
899,Netflix,Last Chance U,Sport,2016-07-29 00:00:00,5,Ended,English,>60 min,,38
900,Netflix,Fearless,Sport,2016-08-19 00:00:00,1,Ended,English,<60 min,,6
901,Netflix,Chef's Table: France,Culinary art,2016-09-02 00:00:00,1,Ended,English,<60 min,,4
902,Netflix,Roman Empire,Historical drama,2016-11-11 00:00:00,3,Ended,English,<60 min,,15
903,Netflix,Captive,Documentary,2016-12-09 00:00:00,1,Ended,English,>60 min,,8
904,Netflix,Abstract: The Art of Design,Biography,2017-02-10 00:00:00,2,Ended,English,<60 min,,14
905,Netflix,Five Came Back,Historical drama,2017-03-31 00:00:00,1,Ended,English,>60 min,,3
906,Netflix,Hot Girls Wanted: Turned On,Documentary,2017-04-21 00:00:00,1,Ended,English,<60 min,,6
907,Netflix,The Keepers,Crime drama,2017-05-19 00:00:00,1,Ended,English,>60 min,,7
908,Netflix,Daughters of Destiny,Documentary,2017-07-28 00:00:00,1,Ended,English,>60 min,,4
909,Netflix,Fire Chasers,Documentary,2017-09-08 00:00:00,1,Ended,English,<60 min,,4
910,Netflix,The Confession Tapes,True crime,2017-09-08 00:00:00,2,Ended,English,<60 min,,11
